word,length,uniqueCharacters
league,6,5
leak,4,4
lean,4,4
leap,4,4
learn,5,5
learning,8,7
lease,5,4
leaseholder,11,8
leash,5,5
least,5,5
leather,7,6
leave,5,4
lecture,7,6
ledge,5,4
leech,5,4
leery,5,4
left,4,4
leftover,8,7
leg,3,3
legacy,6,6
legal,5,4
legalize,8,6
legally,7,5
legend,6,5
legendary,9,8
leggy,5,4
legislation,11,9
legitimate,10,7
leisure,7,6
lemon,5,5
lemonade,8,7
lend,4,4
length,6,6
lengthen,8,6
lenient,7,5
lens,4,4
lent,4,4
leopard,7,7
lesbian,7,7
less,4,3
lesser,6,4
lesson,6,5
let,3,3
lethal,6,5
letter,6,4
letting,7,6
lettuce,7,5
leukemia,8,7
level,5,3
lever,5,4
leverage,8,6
levity,6,6
levy,4,4
liability,9,6
liable,6,5
liaison,7,6
liar,4,4
libel,5,4
libellous,9,7
liberal,7,6
liberty,7,7
librarian,9,6
library,7,6
licence,7,5
license,7,6
lick,4,4
licking,7,6
lid,3,3
lie,3,3
lieutenant,10,7
life,4,4
lifestyle,9,7
lifetime,8,6
lift,4,4
lifting,7,6
light,5,5
lighten,7,7
lighter,7,7
lighthouse,10,9
lighting,8,6
lightly,7,6
lightning,9,6
like,4,4
likeable,8,6
likelihood,10,7
likely,6,5
likewise,8,6
liking,6,5
lilac,5,4
lily,4,3
limb,4,4
limbo,5,5
lime,4,4
limelight,9,7
limit,5,4
limitation,10,7
limited,7,6
limitless,9,6
limp,4,4
line,4,4
lineal,6,5
linear,6,6
linen,5,4
linger,6,6
lingerie,8,6
lining,6,4
link,4,4
linked,6,6
lint,4,4
lion,4,4
lioness,7,6
lip,3,3
lips,4,4
lipstick,8,7
liquid,6,5
liquidate,9,8
liquor,6,6
lisp,4,4
list,4,4
listed,6,6
listen,6,6
listener,8,7
listless,8,5
lit,3,3
literacy,8,8
literally,9,7
literary,8,7
literature,10,7
lithe,5,5
litre,5,5
litter,6,5
little,6,4
live,4,4
livelihood,10,7
liveliness,10,6
lively,6,5
liver,5,5
livestock,9,9
living,6,5
lizard,6,6
load,4,4
loaf,4,4
loan,4,4
loathe,6,6
lobby,5,4
lobster,7,7
local,5,4
locally,7,5
locate,6,6
located,7,7
location,8,7
lock,4,4
lockdown,8,7
locker,6,6
locket,6,6
locking,7,7
lockup,6,6
locomotive,10,8
locum,5,5
locus,5,5
locust,6,6
lodge,5,5
loft,4,4
log,3,3
logic,5,5
logical,7,6
loin,4,4
loitering,9,8
lollipop,8,4
lone,4,4
loneliness,10,6
lonely,6,5
loner,5,5
lonesome,8,6
long,4,4
longest,7,7
longing,7,5
longitude,9,9
loo,3,2
look,4,3
lookout,7,5
loom,4,3
loop,4,3
loose,5,4
loosen,6,5
loot,4,3
lord,4,4
lorry,5,4
lose,4,4
loser,5,5
loss,4,3
lost,4,4
lot,3,3
lotion,6,5
lots,4,4
lottery,7,6
loud,4,4
louder,6,6
lounge,6,6
louse,5,5
lousy,5,5
love,4,4
lovely,6,5
lover,5,5
loving,6,6
low,3,3
lower,5,5
lowest,6,6
lowlife,7,6
loyal,5,4
loyalty,7,5
lozenge,7,6
lubricant,9,9
lucent,6,6
lucidity,8,7
luck,4,4
luckily,7,6
lucky,5,5
lucrative,9,9
ludicrous,9,8
luggage,7,5
lukewarm,8,8
lull,4,2
lullaby,7,5
lumber,6,6
luminous,8,7
lump,4,4
lumpy,5,5
lunatic,7,7
lunch,5,5
lunchtime,9,9
lung,4,4
lure,4,4
lurk,4,4
luscious,8,6
lust,4,4
lustre,6,6
luxuriant,9,8
luxury,6,5
lying,5,5
lyrical,7,6
lyrics,6,6
macaroni,8,7
machine,7,7
machinery,9,9
mad,3,3
madam,5,3
madden,6,5
made,4,4
madly,5,5
madman,6,4
madness,7,6
maestro,7,7
mafia,5,4
magazine,8,7
maggot,6,5
magic,5,5
magical,7,6
magically,9,7
magician,8,6
magistrate,10,8
magnanimity,11,7
magnet,6,6
magnetic,8,8
magnificent,11,9
magnify,7,7
magnitude,9,9
magpie,6,6
maid,4,4
maiden,6,6
mail,4,4
mailbox,7,7
mailman,7,5
maim,4,3
main,4,4
mainland,8,6
mainly,6,6
maintain,8,5
maintenance,11,7
majestic,8,8
majesty,7,7
major,5,5
majority,8,8
make,4,4
makeover,8,7
maker,5,5
makeup,6,6
male,4,4
malice,6,6
malicious,9,8
malignant,9,7
mall,4,3
malnutrition,12,9
malt,4,4
mammal,6,3
mammoth,7,5
man,3,3
manage,6,5
management,10,6
manager,7,6
mandate,7,6
mandatory,9,8
mane,4,4
manhood,7,6
mania,5,4
maniac,6,5
manicure,8,8
manifest,8,8
manipulate,10,9
manipulation,12,9
manipulative,12,10
mankind,7,6
manly,5,5
manner,6,5
manoeuvre,9,8
manor,5,5
manpower,8,8
mansion,7,6
manslaughter,12,11
manual,6,5
manufacture,11,9
manufacturer,12,9
manufacturing,13,10
manure,6,6
manuscript,10,10
many,4,4
map,3,3
maple,5,5
mar,3,3
marathon,8,7
marble,6,6
march,5,5
marching,8,8
mare,4,4
margarine,9,7
margin,6,6
marijuana,9,7
marinade,8,7
marine,6,6
marital,7,6
mark,4,4
marker,6,5
market,6,6
marketing,9,9
marmalade,9,6
marriage,8,6
married,7,6
marrow,6,5
marry,5,4
marsh,5,5
marshal,7,6
marshy,6,6
mart,4,4
marten,6,6
martial,7,6
martyr,6,5
marvel,6,6
marvellous,10,9
mascara,7,5
masculine,9,9
mash,4,4
mask,4,4
mass,4,3
massacre,8,6
massage,7,5
massive,7,6
mast,4,4
master,6,6
masterpiece,11,9
mat,3,3
match,5,5
matching,8,8
mate,4,4
material,8,7
materialistic,13,9
maternal,8,7
maternity,9,8
math,4,4
mathematics,11,8
matrimony,9,8
matrix,6,6
matt,4,3
matter,6,5
mattress,8,6
mature,6,6
maturity,8,7
mausoleum,9,7
maximum,7,5
may,3,3
maybe,5,5
mayhem,6,5
mayonnaise,10,8
mayor,5,5
maze,4,4
me,2,2
meadow,6,6
meal,4,4
mean,4,4
meaning,7,6
meaningful,10,9
meaningless,11,8
means,5,5
meantime,8,6
meanwhile,9,8
measles,7,5
measure,7,6
measurement,11,8
meat,4,4
meatloaf,8,7
mechanic,8,7
mechanical,10,8
mechanism,9,8
medal,5,5
meddling,8,7
media,5,5
mediate,7,6
medic,5,5
medical,7,7
medication,10,9
medicine,8,6
medieval,8,7
mediocre,8,7
medium,6,5
meek,4,3
meet,4,3
meeting,7,6
melancholy,10,9
mellow,6,5
melodramatic,12,10
melody,6,6
melon,5,5
melt,4,4
meltdown,8,8
melting,7,7
member,6,4
membership,10,8
memorable,9,7
memorial,8,7
memorize,8,6
memory,6,5
men,3,3
menace,6,5
mend,4,4
mental,6,6
mentally,8,7
mention,7,6
mentor,6,6
menu,4,4
meow,4,4
mercenary,9,7
merchandise,11,10
merchant,8,8
merciful,8,8
mercury,7,6
mercy,5,5
mere,4,3
merely,6,5
merge,5,4
merger,6,4
merit,5,5
mermaid,7,6
merriment,9,6
merry,5,4
mesh,4,4
mesmerize,9,6
mess,4,3
message,7,5
messenger,9,6
messy,5,4
metal,5,5
metaphor,8,8
meteor,6,5
meter,5,4
method,6,6
metre,5,4
metric,6,6
metropolitan,12,10
mice,4,4
microphone,10,9
microscope,10,8
microwave,9,9
mid,3,3
midday,6,5
middle,6,5
midge,5,5
midget,6,6
midland,7,6
midnight,8,7
midst,5,5
midsummer,9,7
midterm,7,6
midwife,7,6
might,5,5
mighty,6,6
migraine,8,7
migrant,7,7
migration,9,8
mild,4,4
mildly,6,5
mildness,8,7
mile,4,4
mileage,7,6
milestone,9,8
militant,8,6
military,8,7
milk,4,4
mill,4,3
millennium,10,6
miller,6,5
milligram,9,6
million,7,5
millionaire,11,8
mimic,5,3
mince,5,5
mind,4,4
minder,6,6
mindless,8,7
mine,4,4
minefield,9,7
mineral,7,7
mingle,6,6
mini,4,3
miniature,9,8
minimal,7,5
minimize,8,5
minimum,7,4
minister,8,7
ministry,8,7
mink,4,4
minor,5,5
minority,8,7
mint,4,4
minus,5,5
minute,6,6
miracle,7,7
miraculous,10,9
mirror,6,4
mirth,5,5
miscalculate,12,9
miscarriage,11,8
miscellaneous,13,10
mischief,8,7
miser,5,5
miserable,9,8
misery,6,6
misfire,7,6
misfortune,10,10
misguided,9,7
mishandle,9,9
misjudge,8,8
mislead,7,7
misplace,8,8
miss,4,3
missile,7,5
missing,7,5
mission,7,5
misspell,8,6
mist,4,4
mistake,7,7
mistaken,8,8
mister,6,6
mistletoe,9,7
mistress,8,6
mistrust,8,6
misty,5,5
misunderstand,13,10
misuse,6,5
mitten,6,5
mix,3,3
mixed,5,5
mixture,7,7
moan,4,4
mob,3,3
mobile,6,6
mock,4,4
mocking,7,7
mode,4,4
model,5,5
modeling,8,8
moderate,8,7
modern,6,6
modest,6,6
modify,6,6
module,6,6
moist,5,5
moisture,8,8
mole,4,4
molecular,9,8
molecule,8,6
mom,3,2
moment,6,5
momentarily,11,10
momentary,9,8
mommy,5,3
monarchy,8,8
monastery,9,9
money,5,5
monitor,7,6
monk,4,4
monkey,6,6
monopoly,8,6
monster,7,7
month,5,5
monthly,7,7
montley,7,7
monument,8,6
mood,4,3
moody,5,4
moon,4,3
moonlight,9,8
moor,4,3
moot,4,3
mop,3,3
mope,4,4
moral,5,5
morality,8,8
morally,7,6
morbid,6,6
more,4,4
moreover,8,5
morgue,6,6
morning,7,6
moron,5,4
morsel,6,6
mortal,6,6
mortgage,8,7
mortify,7,7
mosque,6,6
mosquito,8,7
moss,4,3
most,4,4
mostly,6,6
motel,5,5
moth,4,4
mother,6,6
motherhood,10,7
motion,6,5
motivate,8,7
motivation,10,7
motive,6,6
motor,5,4
motorcycle,10,8
motorway,8,7
motto,5,3
mould,5,5
mount,5,5
mountain,8,7
mounted,7,7
mourn,5,5
mourning,8,7
mouse,5,5
moustache,9,9
mouth,5,5
move,4,4
movement,8,6
mover,5,5
movie,5,5
moving,6,6
mow,3,3
much,4,4
mud,3,3
muddy,5,4
muffin,6,5
muffle,6,5
mug,3,3
mugged,6,5
mulberry,8,7
mule,4,4
multi,5,5
multicultural,13,8
multiple,8,7
multiply,8,7
mum,3,2
mumble,6,5
mummy,5,3
mural,5,5
murder,6,5
murderer,8,5
murmur,6,3
muscle,6,6
muse,4,4
museum,6,4
mush,4,4
mushroom,8,6
mushy,5,5
music,5,5
musical,7,7
musician,8,7
mussel,6,5
must,4,4
mustard,7,7
musty,5,5
mute,4,4
muteness,8,6
mutilate,8,7
mutinous,8,7
mutter,6,5
mutton,6,5
mutual,6,5
muzzle,6,5
my,2,2
myself,6,6
mysterious,10,9
mystery,7,6
mystic,6,6
mystical,8,8
myth,4,4
nag,3,3
nagging,7,4
nail,4,4
naive,5,5
naked,5,5
name,4,4
nameless,8,6
namely,6,6
namesake,8,6
nanny,5,3
nap,3,3
napkin,6,5
narcotic,8,7
narrative,9,7
narrow,6,5
nasal,5,4
nasty,5,5
nation,6,5
national,8,6
nationality,11,7
native,6,6
natural,7,6
naturally,9,7
nature,6,6
naughty,7,7
nausea,6,5
nauseous,8,6
nautical,8,7
naval,5,4
navel,5,5
navigable,9,8
navigate,8,7
navy,4,4
near,4,4
nearby,6,6
nearest,7,6
nearly,6,6
neat,4,4
nebulous,8,7
necessarily,11,9
necessary,9,7
necessity,9,7
neck,4,4
necklace,8,6
need,4,3
needful,7,6
needle,6,4
needless,8,5
needy,5,4
negate,6,5
negation,8,7
negative,8,7
neglect,7,6
negligence,10,6
negligent,9,6
negotiate,9,7
negotiation,11,7
neigh,5,5
neighbor,8,8
neighborhood,12,9
neighbour,9,9
neighbourhood,13,10
neighbourly,11,11
neither,7,6
nephew,6,5
nerve,5,4
nervous,7,7
nest,4,4
nestle,6,5
net,3,3
nettle,6,4
network,7,7
neurotic,8,8
neutral,7,7
neutrality,10,9
never,5,4
nevertheless,12,8
new,3,3
newborn,7,6
newest,6,5
newly,5,5
newlywed,8,6
news,4,4
newspaper,9,7
next,4,4
nice,4,4
nicely,6,6
nicer,5,5
nicest,6,6
niche,5,5
nick,4,4
nickel,6,6
nickname,8,7
niece,5,4
night,5,5
nightclub,9,9
nightfall,9,8
nightingale,11,8
nightmare,9,9
nimble,6,6
nine,4,3
nineteen,8,4
ninety,6,5
ninth,5,4
nip,3,3
nipple,6,5
nitrogen,8,7
no,2,2
nobility,8,7
noble,5,5
nobody,6,5
nod,3,3
noise,5,5
noiseless,9,6
noisy,5,5
nomad,5,5
nominal,7,6
nominate,8,7
nomination,10,6
nonchalance,11,7
noncommittal,12,8
nondescript,11,10
none,4,3
nonetheless,11,7
nonfiction,10,6
nonpareil,9,8
nonsense,8,4
noodle,6,5
nook,4,3
noon,4,2
noose,5,4
nope,4,4
nor,3,3
norm,4,4
normal,6,6
normally,8,7
north,5,5
northern,8,6
northwest,9,8
nose,4,4
nosebleed,9,7
nostril,7,7
nosy,4,4
not,3,3
notability,10,8
notably,7,7
notary,6,6
notch,5,5
note,4,4
notebook,8,6
nothing,7,6
notice,6,6
notify,6,6
notion,6,4
notoriety,9,7
notorious,9,7
notwithstanding,15,10
nought,6,6
noun,4,3
nourish,7,7
novel,5,5
novice,6,6
now,3,3
nowadays,8,7
nowhere,7,6
noxious,7,6
nuclear,7,7
nude,4,4
nudge,5,5
nuisance,8,7
null,4,3
numb,4,4
number,6,6
numeral,7,7
numerous,8,7
nun,3,2
nurse,5,5
nursery,7,6
nurture,7,5
nut,3,3
nutmeg,6,6
nutrient,8,6
nutrition,9,6
nutshell,8,7
nutty,5,4
nylon,5,4
oak,3,3
oar,3,3
oasis,5,4
oath,4,4
oatmeal,7,6
oats,4,4
obdurate,8,8
obedience,9,7
obedient,8,7
obese,5,4
obey,4,4
obituary,8,8
object,6,6
objection,9,8
objective,9,8
objectless,10,8
obligation,10,8
oblige,6,6
oblique,7,7
obliterate,10,8
oblivion,8,6
oblong,6,5
obnoxious,9,7
obscene,7,6
obscenity,9,9
obscure,7,7
observance,10,9
observation,11,10
observe,7,6
observer,8,6
obsess,6,4
obsession,9,6
obsessive,9,6
obsolete,8,6
obstacle,8,8
obstinacy,9,9
obstinate,9,8
obstruct,8,7
obstruction,11,9
obtain,6,6
obtrusive,9,9
obvious,7,6
obviously,9,8
occasion,8,6
occasional,10,7
occasionally,12,8
occult,6,5
occupant,8,7
occupation,10,8
occupied,8,7
occupy,6,5
occur,5,4
occurrence,10,6
ocean,5,5
octopus,7,6
odd,3,2
oddly,5,4
odds,4,3
odious,6,5
odour,5,4
of,2,2
off,3,2
offence,7,5
offend,6,5
offender,8,6
offense,7,5
offensive,9,7
offer,5,4
offhand,7,6
office,6,5
officer,7,6
official,8,6
officially,10,7
offset,6,5
offshore,8,6
offspring,9,8
often,5,5
oh,2,2
oil,3,3
oily,4,4
ointment,8,6
ok,2,2
okay,4,4
old,3,3
older,5,5
oldest,6,6
olive,5,5
omelette,8,5
omen,4,4
ominous,7,6
omission,8,5
omit,4,4
omnipotent,10,7
omnipresent,11,9
on,2,2
onboard,7,6
once,4,4
oncoming,8,6
one,3,3
onefold,7,6
onerous,7,6
oneself,7,6
ongoing,7,4
onion,5,3
online,6,5
only,4,4
onset,5,5
onto,4,3
onward,6,6
opaque,6,6
open,4,4
opener,6,5
opening,7,6
openly,6,6
opera,5,5
operate,7,6
operating,9,9
operation,9,8
operational,11,9
operative,9,8
operator,8,6
opinion,7,4
opinionated,11,8
opponent,8,5
opportunity,11,8
oppose,6,4
opposite,8,6
opposition,10,6
oppress,7,5
oppression,10,7
opt,3,3
optical,7,7
optimistic,10,7
option,6,5
optional,8,7
or,2,2
oral,4,4
orange,6,6
orator,6,4
orb,3,3
orbit,5,5
orchard,7,6
orchestra,9,8
orchid,6,6
ordeal,6,6
order,5,4
orderly,7,6
ordinarily,10,8
ordinary,8,7
ore,3,3
organ,5,5
organic,7,7
organism,8,8
organization,12,8
organize,8,8
orient,6,6
orientation,11,7
origin,6,5
original,8,7
originally,10,8
ornament,8,7
orphan,6,6
orphanage,9,8
orthodox,8,6
ostensible,10,8
ostentatious,12,8
ostrich,7,7
other,5,5
others,6,6
otherwise,9,8
otter,5,4
ought,5,5
ounce,5,5
our,3,3
ours,4,4
ourselves,9,7
out,3,3
outbalance,10,9
outbid,6,6
outbreak,8,8
outburst,8,6
outcome,7,6
outdoor,7,5
outdoors,8,6
outer,5,5
outfit,6,5
outgoing,8,6
outlay,6,6
outlet,6,5
outline,7,7
outlook,7,5
outmatch,8,7
outnumber,9,8
output,6,4
outrage,7,7
outrageous,10,8
outright,8,7
outset,6,5
outside,7,7
outsider,8,8
outskirts,9,7
outspoken,9,8
outstanding,11,9
outward,7,7
oval,4,4
oven,4,4
over,4,4
overall,7,6
overboard,9,7
overcome,8,6
overdo,6,5
overdone,8,6
overdose,8,6
overdue,7,6
overestimate,12,9
overflow,8,7
overhead,8,7
overhear,8,6
overjoyed,9,7
overlap,7,7
overlive,8,6
overload,8,7
overlook,8,6
overly,6,6
overnight,9,9
overprotective,14,8
overrated,9,7
overreact,9,7
override,8,6
overseas,8,6
oversight,9,9
oversleep,9,7
overtake,8,7
overtime,8,7
overturn,8,7
overweight,10,9
overwhelm,9,8
overwork,8,6
owe,3,3
owing,5,5
owl,3,3
own,3,3
owner,5,5
ownership,9,9
ox,2,2
oxen,4,4
oxide,5,5
oxygen,6,6
oyster,6,6
pace,4,4
pacific,7,5
pacify,6,6
pack,4,4
package,7,6
pact,4,4
pad,3,3
paddle,6,5
padlock,7,7
pagan,5,4
page,4,4
pageant,7,6
paid,4,4
pail,4,4
pain,4,4
painful,7,7
painfully,9,8
painkiller,10,8
painless,8,7
paint,5,5
painter,7,7
painting,8,6
pair,4,4
pajamas,7,5
pal,3,3
palace,6,5
palate,6,5
pale,4,4
palette,7,5
pallor,6,5
palm,4,4
palmful,7,6
palpable,8,5
palpate,7,5
palsy,5,5
paltry,6,6
pamper,6,5
pan,3,3
pancake,7,6
pancreas,8,7
panel,5,5
pang,4,4
panic,5,5
pansy,5,5
pant,4,4
panther,7,7
panties,7,7
pants,5,5
paper,5,4
paperwork,9,7
par,3,3
parable,7,6
parachute,9,8
parade,6,5
paradise,8,7
paragraph,9,5
parallel,8,5
paralysis,9,7
paralyzed,9,8
paramedic,9,8
paranoia,8,6
parasite,8,7
parasol,7,6
parcel,6,6
parch,5,5
pardon,6,6
pare,4,4
parent,6,6
parental,8,7
parenting,9,8
parish,6,6
parity,6,6
park,4,4
parking,7,7
parliament,10,9
parliamentary,13,10
parlour,7,6
parole,6,6
parquet,7,7
parrot,6,5
parsley,7,7
parson,6,6
part,4,4
partial,7,6
partially,9,7
participant,11,7
participate,11,7
participation,13,8
particle,8,8
particular,10,8
particularly,12,9
parting,7,7
partition,9,7
partly,6,6
partner,7,6
partnership,11,9
partridge,9,8
party,5,5
partying,8,8
pass,4,3
passable,8,6
passage,7,5
passenger,9,7
passion,7,6
passionate,10,8
passive,7,6
passport,8,6
password,8,7
past,4,4
pasta,5,4
paste,5,5
pastel,6,6
pastime,7,7
pastry,6,6
pasture,7,7
pat,3,3
patch,5,5
patent,6,5
paternal,8,7
paternity,9,8
path,4,4
pathetic,8,7
patience,8,7
patient,7,6
patio,5,5
patriot,7,6
patrol,6,6
patron,6,6
patronage,9,8
patronize,9,9
patter,6,5
pattern,7,6
patty,5,4
pause,5,5
pavement,8,7
pavilion,8,7
paw,3,3
pawn,4,4
pay,3,3
payback,7,6
payment,7,7
payoff,6,5
payroll,7,6
payslips,8,6
pea,3,3
peace,5,4
peaceful,8,7
peach,5,5
peachy,6,6
peacock,7,6
peak,4,4
peal,4,4
peanut,6,6
pear,4,4
pearl,5,5
peasant,7,6
peat,4,4
pebble,6,4
peck,4,4
pectoral,8,8
peculiar,8,8
peculiarity,11,10
pedal,5,5
pedestal,8,7
pedestrian,10,9
pedigree,8,6
pee,3,2
peek,4,3
peel,4,3
peep,4,2
peephole,8,5
peer,4,3
peerless,8,5
peevish,7,6
peg,3,3
pelt,4,4
pen,3,3
penal,5,5
penalty,7,7
pencil,6,6
pending,7,6
pendulous,9,8
pendulum,8,7
penetrate,9,6
penguin,7,6
peninsula,9,8
penitence,9,6
penitent,8,5
penitentiary,12,8
penniless,9,6
penny,5,4
pension,7,6
pensioner,9,7
pensive,7,6
penthouse,9,8
people,6,4
pep,3,2
pepper,6,3
peppermint,10,7
peppery,7,4
per,3,3
perceive,8,6
percent,7,6
percentage,10,8
perception,10,8
perceptive,10,7
perch,5,5
percussive,10,8
peremptory,10,7
perennial,9,7
perfect,7,6
perfection,10,9
perfectly,9,8
perform,7,6
performance,11,9
performing,10,9
perfume,7,6
perfunctory,11,10
perhaps,7,6
peril,5,5
perimeter,9,6
period,6,6
periodic,8,7
perish,6,6
perjury,7,6
perk,4,4
perky,5,5
permanent,9,7
permanently,11,9
permission,10,8
permissive,10,7
permit,6,6
permitted,9,7
perpendicular,13,10
perpetrate,10,5
perpetrator,11,6
perpetual,9,7
perplex,7,5
persecute,9,7
perseverance,12,8
persevere,9,5
persist,7,6
persistent,10,7
person,6,6
personal,8,8
personality,11,11
personally,10,9
personify,9,9
personnel,9,7
perspective,11,8
perspiration,12,9
perspire,8,5
persuade,8,7
persuasive,10,8
pert,4,4
pertinent,9,6
peruse,6,5
pervasive,9,7
perverse,8,5
pervert,7,5
pesky,5,5
pessimistic,11,7
pest,4,4
pester,6,5
pestilent,9,7
pet,3,3
petition,8,6
petrol,6,6
petty,5,4
petulant,8,7
phantom,7,7
pharmacy,8,7
phase,5,5
pheasant,8,7
phenomenon,10,6
philosophy,10,7
phone,5,5
phonebooth,10,7
phony,5,5
photo,5,4
photocopy,9,6
photograph,10,7
photographer,12,8
photography,11,8
phrase,6,6
physical,8,8
physically,10,8
physician,9,8
physics,7,6
physique,8,8
pianist,7,6
piano,5,5
pick,4,4
picket,6,6
pickle,6,6
pickpocket,10,7
pickup,6,5
picky,5,5
picnic,6,4
pictorial,9,8
picture,7,7
picturesque,11,9
pie,3,3
piece,5,4
pier,4,4
pierce,6,5
piercing,8,7
piety,5,5
pig,3,3
pigeon,6,6
piggy,5,4
pike,4,4
pile,4,4
pilgrim,7,6
pill,4,3
pillar,6,5
pillow,6,5
pillowcase,10,9
pilot,5,5
pilotage,8,8
pimple,6,5
pin,3,3
pinch,5,5
pine,4,4
pineapple,9,6
ping,4,4
pink,4,4
pinprick,8,6
pint,4,4
pioneer,7,6
pipe,4,3
piper,5,4
pirate,6,6
pistol,6,6
pit,3,3
pitch,5,5
pitcher,7,7
pitfall,7,6
pitiful,7,6
pity,4,4
pizza,5,4
placard,7,6
place,5,5
placid,6,6
placidity,9,8
placing,7,7
plague,6,6
plaice,6,6
plaid,5,5
plain,5,5
plaintiff,9,7
plait,5,5
plan,4,4
plane,5,5
planet,6,6
plank,5,5
planner,7,6
planning,8,6
plant,5,5
plantation,10,7
plash,5,5
plaster,7,7
plastic,7,7
plate,5,5
platform,8,8
platinum,8,8
platitude,9,8
platoon,7,6
plausible,9,8
play,4,4
playboy,7,6
player,6,6
playful,7,6
playground,10,10
plea,4,4
plead,5,5
pleasant,8,7
please,6,5
pleased,7,6
pleasure,8,7
pleat,5,5
pledge,6,5
plenitude,9,8
plentiful,9,8
plenty,6,6
pliable,7,6
pliant,6,6
plight,6,6
plod,4,4
plot,4,4
plough,6,6
ploy,4,4
pluck,5,5
plug,4,4
plum,4,4
plumb,5,5
plumber,7,7
plumbing,8,8
plume,5,5
plump,5,4
plunder,7,7
plunge,6,6
plural,6,5
plus,4,4
plywood,7,6
pneumonia,9,8
poach,5,5
pocket,6,6
pod,3,3
poem,4,4
poet,4,4
poetic,6,6
poetry,6,6
poignant,8,7
point,5,5
pointless,9,8
pointy,6,6
poise,5,5
poison,6,5
poisonous,9,6
poke,4,4
poker,5,5
polar,5,5
polarity,8,8
pole,4,4
police,6,6
policeman,9,9
policy,6,6
polish,6,6
polite,6,6
political,9,7
politically,11,8
politician,10,8
politics,8,7
polity,6,6
poll,4,3
pollen,6,5
polling,7,6
pollute,7,6
pollution,9,7
polygraph,9,8
pomegranate,11,9
pomp,4,3
pomposity,9,7
pompous,7,5
pond,4,4
ponder,6,6
ponderous,9,8
pony,4,4
poodle,6,5
pool,4,3
poor,4,3
poorly,6,5
pop,3,2
popcorn,7,5
poplar,6,5
poppy,5,3
pops,4,3
popular,7,6
popularity,10,9
populate,8,7
population,10,8
porcelain,9,9
porch,5,5
pore,4,4
pork,4,4
porous,6,5
porridge,8,7
port,4,4
portable,8,8
portal,6,6
portent,7,6
porter,6,5
portfolio,9,7
portion,7,6
portly,6,6
portrait,8,6
portray,7,6
pose,4,4
posh,4,4
position,8,6
positive,8,7
positively,10,9
possess,7,4
possession,10,6
possibility,11,8
possible,8,7
possibly,8,7
post,4,4
postage,7,7
postal,6,6
postcard,8,8
poster,6,6
posterity,9,8
postman,7,7
postpone,8,6
posture,7,7
pot,3,3
potato,6,4
potatoes,8,6
potency,7,7
potent,6,5
potential,9,8
potentially,11,9
potion,6,5
potter,6,5
pottery,7,6
pouch,5,5
poultry,7,7
pounce,6,6
pound,5,5
pour,4,4
pout,4,4
poverty,7,7
powder,6,6
power,5,5
powerful,8,8
powerless,9,7
practical,9,7
practically,11,8
practice,8,7
practise,8,8
practitioner,12,9
praise,6,6
pram,4,4
prank,5,5
prawn,5,5
pray,4,4
prayer,6,5
preach,6,6
preacher,8,6
precarious,10,9
precaution,10,10
precede,7,5
precedent,9,7
precious,8,8
precipitation,13,9
precise,7,6
precisely,9,8
precision,9,8
precursor,9,7
predatory,9,8
predestination,14,10
predestine,10,8
predicament,11,10
predicate,9,8
predict,7,7
predictable,11,10
prediction,10,9
predominant,11,10
preface,7,6
prefecture,10,7
prefer,6,4
preferably,10,8
preference,10,6
prefix,6,6
pregnancy,9,8
pregnant,8,7
prehistoric,11,9
prejudice,9,8
preliminary,11,9
prelude,7,6
premature,9,7
premiere,8,5
premise,7,6
premium,7,6
premonition,11,8
preoccupation,13,10
preoccupy,9,7
preparation,11,8
prepare,7,4
prepay,6,5
prepense,8,5
preposition,11,8
preposterous,12,7
prerogative,11,9
prescribe,9,7
prescription,12,9
presence,8,6
present,7,6
presentation,12,9
preservation,12,10
preserve,8,5
preside,7,6
president,9,8
presidential,12,10
press,5,4
pressure,8,5
prestige,8,7
prestigious,11,9
presumably,10,10
presume,7,6
presumptuous,12,8
pretence,8,6
pretend,7,6
pretentious,11,9
pretext,7,5
pretty,6,5
prevail,7,7
prevalent,9,8
prevent,7,6
prevention,10,8
preview,7,6
previous,8,8
previously,10,10
prey,4,4
price,5,5
priceless,9,7
prick,5,5
prickly,7,7
pride,5,5
priest,6,6
primarily,9,7
primary,7,6
prime,5,5
primeval,8,8
primitive,9,7
primrose,8,7
prince,6,6
princess,8,7
principal,9,7
principle,9,7
print,5,5
printer,7,6
prior,5,4
priority,8,6
prise,5,5
prism,5,5
prison,6,6
prisoner,8,7
privacy,7,7
private,7,7
privately,9,9
privilege,9,7
prize,5,5
pro,3,3
probability,11,9
probable,8,7
probably,8,7
probation,9,8
probe,5,5
problem,7,7
procedure,9,7
proceed,7,6
process,7,6
processed,9,7
processing,10,9
procession,10,8
proclaim,8,8
proclamation,12,10
procure,7,6
prod,4,4
prodigal,8,8
prodigious,10,8
prodigy,7,7
produce,7,7
producer,8,7
product,7,7
production,10,9
productive,10,10
profane,7,7
profanity,9,9
profess,7,6
profession,10,8
professional,12,10
professionally,14,11
professor,9,6
proficient,10,9
profile,7,7
profit,6,6
profitable,10,10
profound,8,7
progeny,7,7
prognosis,9,7
program,7,6
programme,9,7
programming,11,8
progress,8,6
prohibit,8,7
prohibition,11,8
project,7,7
projection,10,9
prolific,8,7
prologue,8,7
prolong,7,6
prom,4,4
prominent,9,8
